,Canal_id,year,Canal_name,Sample_water_point,TEMP. (oC),  pH,DO (mg/l),H2S (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),TKN (mg/l),NH3N (mg/l),NO2 (mg/l),NO3 (mg/l),T-P (mg/l),T.Coliform (col/100ml),Sample_water_point (EN),Canal_name (EN)
823,1101,2563,คลองตะเข้ขบ,ถนนเฉลิมพระเกียรติ ร.9 ซอย 79,29.2,7.3,1.3,0.0,7.2,44.8,13.7,8.5,4.5,0.1,2.6,0.8,2.46E+12,"Chaloem Phrakiat Road, Rama 9, Soi 79",Khlong Takhe Khob
824,1102,2563,คลองตะเข้ขบ,ถนนลาดกระบัง ใต้ทางด่วน,29.1,7.2,2.5,0.0,7.8,50.7,9.8,8.7,5.2,0.0,2.2,1.1,9.75E+11,"Lat Krabang Road, under the expressway",Khlong Takhe Khob
825,1111,2563,คลองปลัดเปรียง,ถนนเฉลิมพระเกีตรติ ร.9 มัสยิดซะห์ฯ,29.2,7.2,0.4,0.3,17.3,60.3,9.3,11.1,7.5,0.0,2.3,1.1,2.20E+13,"Chaloem Phrakiat Rama 9 Road, Sah Mosque",Khlong Palad Priang
826,1112,2563,คลองปลัดเปรียง,ทางลัดเข้าซอยร่มเย็น,29.2,7.2,0.4,0.7,19.7,60.7,7.7,11.2,7.2,0.1,2.7,1.2,3.94E+13,Shortcut to Soi Rom Yen,Khlong Palad Priang
827,1121,2563,คลองมะขามเทศ,ถนนเฉลิมพระเกียรติ ร.9 ซอย 51,29.3,7.3,1.4,0.2,12.7,60.5,15.8,10.8,8.0,0.2,2.9,1.2,4.10E+11,"Chaloem Phrakiat Road, Rama 9, Soi 51",Makhamthet Canal
828,1131,2563,คลองหนองบอน,ถนนเฉลิมพระเกียรติ ร.9 ซอย 26,29.0,7.2,0.6,0.2,18.6,69.4,13.8,13.9,9.1,0.1,2.4,1.3,1.39E+12,"Chaloem Phrakiat Road, Rama 9, Soi 26",Khlong Nong Bon
829,1141,2563,คลองตาช้าง,สถานีสูบน้ำคลองตาช้าง ถนนศรีนครินทร์,29.3,7.3,0.4,0.3,20.8,70.5,10.3,12.3,8.0,0.1,2.1,1.3,8.09E+11,Khlong Ta Chang Pumping Station Srinakarin Road,Khlong Ta Chang
830,1151,2563,คลองสาด,ประตุระบายน้ำคลองสาด ถ.ศรีนครินทร์,29.0,7.3,0.6,0.2,14.1,59.7,10.1,10.8,6.8,0.1,2.4,1.1,2.19E+11,Khlong Sad drainage gate Srinakarin Rd.,Khlong Sad
831,1161,2563,คลองบ้านม้า,ถนนศรีนครินทร์,28.8,7.3,2.7,0.0,13.2,66.1,17.5,10.6,5.7,0.3,2.2,1.5,3.22E+08,Srinakarin Road,Khlong Ban Ma
832,1171,2563,คลองหัวหมาก,ถนนอ่อนนุข,28.8,7.3,2.1,0.1,17.8,64.7,17.7,13.5,8.9,0.1,2.7,1.4,9.38E+11,On Nut Road,Khlong Hua Mak
833,1181,2563,คลองตาพุก,ถนนลาดกระบัง ใกล้ซอย 4,29.3,7.3,3.0,0.0,12.8,73.8,20.3,13.3,8.3,0.4,3.2,1.4,6.22E+11,"Lat Krabang Road, near Soi 4",Khlong Ta Phuk
834,1191,2563,คลองบัวลอย,ถนนลาดกระบัง ใกล้ซอย 22,29.2,7.4,0.1,1.3,24.8,88.1,25.0,19.1,14.5,0.1,3.1,1.9,1.36E+12,"Lat Krabang Road, near Soi 22",Khlong Bua Loi
835,1201,2563,คลองลาดกระบัง,ถนนลาดกระบัง วัดลาดกระบัง,29.1,7.3,3.2,0.0,9.5,61.4,15.0,10.2,5.6,0.4,2.9,1.0,3.13E+08,"Lat Krabang Road, Lat Krabang Temple",Lat Krabang Canal
836,1211,2563,คลองหนองตะกร้า,ถนนลาดกระบัง ใกล้ซอย 40,29.2,7.3,2.3,0.0,11.3,57.1,19.5,9.3,5.5,0.3,2.4,0.8,2.59E+08,"Lat Krabang Road, near Soi 40",Khlong Nong Kratat
837,1221,2563,คลองหนองคา,หมู่บ้านมณสินี,29.1,7.3,0.6,0.3,20.5,72.9,13.7,13.9,8.9,0.1,2.7,0.9,2.10E+13,Mansini Village,Nong Kha Canal
838,1231,2563,คลองหนองปรือ,สวนถระนคร ,29.2,7.4,0.9,0.1,18.9,73.7,15.5,13.8,8.6,0.2,2.1,1.1,1.54E+14,Suan Tharanakhon ,Nong Prue Canal
839,1241,2563,คลองหัวตะเข้,ถนนลาดกระบัง ใกล้ซอย 17,29.3,7.3,2.9,0.0,9.6,69.3,17.7,10.3,5.5,0.2,2.6,0.9,3.86E+12,"Lat Krabang Road, near Soi 17",Khlong Hua Takhe
840,1251,2563,คลองบึงบัว,ติดถนนเจ้าคุณทหาร,29.0,7.1,1.8,0.1,8.3,60.7,12.9,6.4,2.7,0.4,5.4,0.7,3.53E+07,Next to Chao Khun Thahan Road,Bueng Bua Canal
841,1261,2563,คลองลำชวดเตย,ตัดถนนฉลองกรุง ใกล้หมู่บ้านวรีย์เฮ้าส์,29.3,7.0,0.4,0.5,27.8,81.3,17.3,18.4,13.2,0.2,3.5,1.7,2.00E+13,Cutting Chalong Krung Road Near Waree House Village,Lam Chuat Toei Canal
842,1271,2563,คลองลำกอไผ่,ตัดถนนฉลองกรุง  ,29.1,7.1,2.5,0.0,10.2,59.0,16.4,7.9,4.7,0.3,3.0,1.3,5.52E+08,Cutting Chalong Krung Road  ,Khlong Lam Ko Phai
843,1281,2563,คลองบัว,โรงเรียนบ้านคลองบัว ถนนสุขาภิบาล 5,28.7,7.2,0.0,0.5,29.3,80.3,11.0,17.2,12.0,0.1,3.2,1.5,3.03E+15,"Ban Khlong Bua School, Sukhaphiban 5 Road",Khlong Bua
844,1291,2563,คลองจรเข้,ถ.วัชรพล(ข้างร้านไก่ย่างจักราช ใต้ทางด่วน),28.7,7.1,0.0,1.0,39.0,94.1,13.6,25.0,19.1,0.1,2.9,2.0,3.03E+15,"Watcharaphon Rd. (next to Chakrat Grilled Chicken Shop, under the expressway)",Khlong Chorakhe
845,1301,2563,คลองออเงิน,ตัด ถ.สุขาภิบาล 5 สะพานระหว่างซอยสายไหม 58-60,28.7,7.1,0.5,0.8,16.4,66.0,15.5,12.7,7.5,0.2,3.5,1.4,8.83E+09,"Cut Sukhaphiban 5 Road, bridge between Soi Sai Mai 58-60",Khlong Or Ngoen
846,1302,2563,คลองออเงิน,หมู่บ้านมายด์เพลส,28.7,7.1,0.3,0.8,15.1,62.5,11.8,10.7,7.0,0.1,2.9,1.7,9.20E+11,Mind Place Village,Khlong Or Ngoen
847,1303,2563,คลองออเงิน,โรงเรียนศิริวัฒน์วิทยา,28.8,7.1,0.5,0.4,16.9,67.9,15.0,11.3,7.8,0.2,2.8,1.9,8.10E+10,Siriwat Wittaya School,Khlong Or Ngoen
848,1321,2563,คลองสอง,ซ.วัดเกาะ สามแยก รร.ระเบียบวิทยา,28.8,7.2,1.3,0.2,12.8,58.2,14.5,9.0,6.3,0.2,2.8,1.4,4.47E+09,"Soi Wat Ko, Sam Yaek, Raababwittaya School",Khlong Song
849,1331,2563,คลองบางอ้อ,ถ.รถไฟสายเก่า คลังน้ำมันบางจาก,29.5,7.2,0.6,0.2,20.1,79.6,15.3,12.4,8.7,0.1,2.1,1.0,9.42E+12,Old Train Road Bangchak Oil Depot,Khlong Bang O
850,1341,2563,คลองเจ็ก,ถ.รถไฟสายเก่า แฟลตเอื้ออมรสุข,29.5,7.3,0.1,0.3,20.4,73.8,11.3,12.5,8.4,0.2,1.4,1.2,2.17E+12,Old Train Road Eua Amornsuk Flat,Khlong Chek
851,1351,2563,คลองบ้านหลาย,ถ.อ่อนนุช,29.4,7.4,0.0,0.4,22.6,75.5,13.0,14.4,10.4,0.2,1.7,1.5,1.70E+12,On Nut Rd.,Khlong Ban Lai
852,1352,2563,คลองบ้านหลาย,ซ.พึ่งมี 50 พึ่งมีแมนชั่น,29.3,7.3,0.0,0.3,21.8,68.2,11.8,14.6,10.7,0.1,2.0,1.5,4.85E+12,Soi Phuengmee 50 Phuengmee Mansion,Khlong Ban Lai
853,1361,2563,คลองเคล็ด,ถ.อ่อนนุช,29.5,7.3,0.5,0.2,20.3,72.3,14.3,16.4,12.3,0.1,1.9,1.3,3.15E+12,On Nut Rd.,Klong Kled
854,1362,2563,คลองเคล็ด,ถ.อุดมสุข ,29.4,7.3,0.2,0.2,24.4,75.3,11.8,15.7,11.6,0.2,1.9,1.8,4.38E+12,Udomsuk Rd. ,Klong Kled
855,1371,2563,คลองขวาง,ถ.เจริญกรุง 72,29.4,7.3,1.3,0.0,13.0,83.8,18.7,9.3,6.3,0.4,2.7,1.4,1.85E+12,Charoen Krung Road 72,Khlong Khwang
856,1381,2563,คลองสวนหลวง ,ปตร.สวนหลวง ถ.เจริญกรุง 76,29.3,7.3,1.0,0.3,19.9,69.9,15.2,11.0,7.4,0.2,2.0,1.4,2.28E+11,"Suan Luang Police Station, Charoen Krung Road 76",Suan Luang Canal 
857,1391,2563,คลองบางคอแหลม,ถ.พระราม 3 ตรงข้าม ธ.กสิกรไทย,29.3,7.4,0.9,0.1,15.3,73.2,26.0,12.5,8.4,0.2,2.1,1.4,3.86E+13,"Rama 3 Rd., opposite Kasikorn Bank",Khlong Bang Kho Laem
858,1401,2563,คลองวัดจันทร์,ถ.พระราม 3 หน้า สนง.เขตบางคอแหลม,29.0,7.3,1.2,0.1,12.3,72.5,22.8,11.3,6.0,0.2,2.2,1.5,1.54E+12,"Rama 3 Road, in front of Bang Kho Laem District Office",Khlong Wat Chan
859,1411,2563,คลองบางโคล่น้อย,ถ.พระราม 3 โฮมโปร,29.2,7.3,3.1,0.0,7.0,78.7,21.8,6.7,2.7,0.4,2.6,0.8,9.59E+09,Rama 3 Rd. HomePro,Khlong Bang Khlo Noi
860,1412,2563,คลองบางโคล่น้อย,ถ.เจริญราษฎร์,29.3,7.4,2.9,0.0,7.0,74.0,18.6,5.1,2.6,0.3,2.5,0.8,1.93E+08,Charoenrat Rd.,Khlong Bang Khlo Noi
861,1421,2563,คลองบางโคล่,ถ.พระราม 3 โรงแรมมณเฑียรริเวอร์ไซด์,29.6,7.4,3.4,0.0,8.4,71.0,18.7,5.8,2.6,0.3,2.8,0.9,5.20E+10,"Rama 3 Road, Montien Riverside Hotel",Khlong Bang Khlo
862,1431,2563,คลองวัดไทร,ถ.พระราม 3 วัดไกร,29.2,7.4,2.4,0.0,10.3,80.3,18.8,7.1,4.3,0.3,2.6,0.9,4.28E+08,"Rama 3 Rd., Wat Krai",Khlong Wat Sai
863,1441,2563,คลองวัดช่องนนทรี,ถ.พระราม 3 เข้าซอย 53,28.8,7.2,2.4,0.0,6.9,79.8,36.9,4.9,2.6,0.5,2.5,1.0,3.85E+08,"Rama 3 Rd., enter Soi 53.",Khlong Wat Chong Nonsi
864,1451,2563,คลองลำสาลี,ถ.กรุงเทพกรีฑา โรงเรียนลำสาลี,29.6,7.3,3.5,0.0,10.1,61.4,11.9,9.5,5.3,0.1,2.0,1.2,9.16E+07,Krungthep Kreetha Rd. Lamsalee School,Khlong Lam Sali
865,1452,2563,คลองลำสาลี,ถ.กรุงเทพกรีฑา ซอยประชาร่วมใจ,29.5,7.2,3.2,0.0,10.2,61.7,20.3,10.5,6.4,0.2,2.2,1.1,1.87E+08,Krungthep Kreetha Rd. Soi Pracha Ruamjai,Khlong Lam Sali
866,1461,2563,คลองวัดใหม่,ถ.พระราม 3 ธ.กรุงศรีอยุธยาฯ,29.0,7.3,2.8,0.0,7.8,80.6,32.3,4.0,1.9,0.6,3.1,1.0,1.43E+09,"Rama 3 Rd., Bank of Ayudhya",Khlong Wat Mai
867,1471,2563,คลองวัดปริวาส,ถ.พระราม 3,29.1,7.4,2.9,0.0,12.7,95.8,20.8,9.0,5.9,0.2,2.2,1.6,3.97E+09,Rama 3 Rd.,Khlong Wat Pariwat
868,1491,2563,คลองวัดดอกไม้,ถ.พระราม 3 วัดดอกไม้,29.1,7.4,2.7,0.0,7.1,73.2,17.6,5.1,2.8,0.5,2.7,0.8,1.11E+10,"Rama 3 Rd., Wat Dokmai",Khlong Wat Dokmai
869,1501,2563,คลองโรงน้ำมัน,ถ.พระราม 3 ข้างปั้มน้ำมันบางจาก,29.2,7.4,2.4,0.1,8.3,71.4,17.4,6.6,3.7,0.3,2.4,1.0,1.85E+10,"Rama 3 Rd., next to Bangchak gas station",Oil factory canal
870,1513,2563,คลองครุ,ถ.เสรีไทย 67,31.9,7.4,3.0,0.0,12.8,59.3,14.3,13.0,9.4,0.2,3.0,1.8,1.16E+12,Seri Thai Road 67,Khlong Khru
871,1531,2563,คลองเกร็ด,ถ.ปัญญา-เนเจอรัลปาร์ค,29.3,7.3,0.6,0.1,15.5,65.3,8.8,12.8,7.6,0.1,2.5,1.3,2.00E+13,Panya-Natural Park Rd.,Khlong Kret
872,1541,2563,คลองคอตัน,ถ.ปัญญา-เนเจอรัลปาร์ค,29.2,7.3,1.4,0.0,14.5,57.7,26.8,12.2,8.4,0.1,2.9,1.6,9.76E+10,Panya-Natural Park Rd.,Kho Tan Canal
873,1551,2563,คลองรหัส,ถ.เสรีไทย 57,29.3,7.4,2.4,0.0,13.3,60.1,12.1,13.3,7.7,0.1,2.8,1.4,3.94E+11,Seri Thai Road 57,Khlong Code
874,1561,2563,คลองลำต้นนุ่น,ถ.เสรีไทย 73,29.3,7.3,0.6,0.1,15.7,59.3,29.1,14.5,8.9,0.1,3.0,1.6,2.17E+11,Seri Thai Road 73,Khlong Thom Nun
875,1571,2563,คลองบ้านม้า,ถ.รามคำแหง สามแยกบ้านม้า,29.1,7.2,1.9,0.1,12.7,62.5,26.9,12.2,7.7,0.3,2.0,1.4,2.61E+09,"Ramkhamhaeng Road, Ban Ma Intersection",Khlong Ban Ma
876,1572,2563,คลองบ้านม้า,ถ.รามคำแหง (สุขาภิบาล 3) ,29.3,7.3,2.0,0.0,12.5,61.1,15.8,11.9,7.5,0.1,1.7,1.3,1.06E+11,Ramkhamhaeng Road (Sukapiban 3) ,Khlong Ban Ma
877,1591,2563,คลองสะพานสูง,ถ.รามคำแหง หมู่บ้านกรีนเบอร์วิลล์,29.3,7.2,2.3,0.0,11.4,58.9,13.7,10.7,6.9,0.2,3.1,1.6,3.90E+12,"Ramkhamhaeng Rd., Greenberville Village",Saphan Sung Canal
878,1611,2563,คลองทับช้างล่าง,ถ.กรุงเทพกรีฑา ซ.ภราดร,29.3,7.2,1.8,0.2,13.4,61.8,12.0,10.6,6.0,0.2,2.6,1.6,6.49E+09,"Krungthep Kreetha Rd., Soi Paradorn",Khlong Thap Chang Lang
879,1621,2563,คลองบัวคลี่,ถ.เลียบมอเตอร์เวย์ หน้าวัดลาดบัวขาว,29.3,7.2,2.5,0.0,8.9,56.6,16.2,10.6,6.5,0.2,2.1,1.3,1.68E+10,Road along the motorway In front of Lat Bua Khao Temple,Khlong Bua Khli
880,1631,2563,คลองหลอแหล,ถ.ราษฎร์พัฒนา ซ.มิสทิน,29.3,7.2,2.9,0.0,10.4,60.8,14.0,10.4,6.2,0.3,2.1,1.4,8.19E+10,"Rat Phatthana Rd., Soi Mistin",Khlong Lo Lae
881,1641,2563,คลองลำมะขาม,ถ.ฉลองกรุง,29.3,7.1,2.2,0.0,11.6,61.2,31.0,8.3,4.7,0.3,3.0,1.2,1.01E+09,Chalong Krung Rd.,Khlong Lam Makham
882,1651,2563,คลองมะนาว,ถนนรัชดาภิเษก พระราม 4,29.4,7.3,0.2,0.4,31.6,81.7,23.8,13.8,10.2,0.1,1.8,1.8,4.31E+11,"Ratchadaphisek Road, Rama 4",Khlong Manao
883,1661,2563,คลองมหาศร,เลียบคลองภาษีเจริญฝั่งเหนือ ซ.5,29.4,7.2,0.7,0.5,13.7,61.3,53.2,8.0,5.1,0.2,1.7,1.1,3.12E+08,"Along Phasi Charoen Canal, North Side, Soi 5",Khlong Mahasorn
884,1662,2563,คลองมหาศร,ถ.เพชรเกษม 112 รร.เทคโนโลยีหมู่บ้านครู,29.6,7.3,2.4,0.1,7.8,48.5,15.8,5.0,2.8,0.5,3.1,0.6,9.66E+07,Phetkasem Rd. 112 Kru Village Technology School,Khlong Mahasorn
885,1663,2563,คลองมหาศร,ถ.เพชรเกษม112สะพาน3แยกไปทวีวัฒนา,29.5,7.3,2.6,0.1,7.5,56.3,15.9,5.7,3.7,0.5,3.0,0.9,2.36E+07,"Phetkasem Road 112, Bridge 3, intersection to Thawi Watthana",Khlong Mahasorn
886,1671,2563,คลองบางจาก,ถ.กาญจนาภิเษกก่อนถึงเดอะมอลบางแค,29.3,7.3,1.8,0.1,11.8,56.1,10.6,5.2,3.0,0.2,2.2,0.7,1.82E+09,"Kanchanaphisek Rd., before reaching The Mall Bang Khae",Khlong Bang Chak
887,1672,2563,คลองบางจาก,ถ.พุทธมณฑลสาย2 บ่อสูบน้ำคลองบางจาก,29.4,7.3,1.3,0.0,13.1,62.3,7.3,5.7,2.9,0.2,1.9,0.7,2.66E+09,Phutthamonthon Sai 2 Rd. Bang Chak Canal Pumping Well,Khlong Bang Chak
888,1681,2563,คลองบางไผ่,ถ.เลียบคลองทวีวัฒนาสุดเขต สน.ค้างพลู,29.3,7.3,2.4,0.0,7.9,47.3,6.8,4.3,1.6,0.3,1.8,0.5,1.10E+08,"Liab Khlong Thawi Watthana Sudket Road, Khang Phlu Police Station",Khlong Bang Phai
889,1682,2563,คลองบางไผ่,ถ.พุทธมณฑลสาย2 สะพานข้าม ค.บางไผ่,29.4,7.3,3.1,0.0,7.8,45.8,7.3,4.5,1.2,0.3,1.7,0.8,1.04E+08,"Phutthamonthon Sai 2 Road, Crossing Bridge, Bang Phai Subdistrict",Khlong Bang Phai
890,1691,2563,คลองสามวา,หทัยราษฎร์,29.4,7.3,2.6,0.0,7.3,56.8,19.8,9.0,4.7,0.2,2.5,0.7,1.10E+08,Hathairat,Khlong Sam Wa
891,1692,2563,คลองสามวา,สุเหร่าคลองสามวา,29.4,7.2,3.0,0.0,7.8,53.9,26.8,7.8,4.1,0.2,2.6,0.7,1.57E+08,Khlong Sam Wa Mosque,Khlong Sam Wa
892,1701,2563,คลองพลับพลา,สถานีสูบน้ำคลองพลับพลา,29.2,7.2,0.7,0.1,15.7,67.7,11.4,10.8,6.7,0.2,1.8,1.2,2.40E+08,Khlong Phlapphla Pumping Station,Khlong Phlapphla
893,1702,2563,คลองพลับพลา,ประตูคลีนิคศูนย์แพทย์พัฒนา ถ.ประดิษฐ์มนูธรรม,29.2,7.2,1.6,0.0,12.3,63.4,12.5,10.2,7.0,0.4,2.3,1.1,9.75E+07,Pattana Medical Center clinic door Praditmanutham Rd.,Khlong Phlapphla
894,1703,2563,คลองพลับพลา,หน้าลานจอดรถคลีนิคศูนย์แพทย์พัฒนา ถ.ประดิษฐ์มนูธรรม,29.2,7.2,1.8,0.0,12.8,69.2,14.8,11.0,7.0,0.3,2.3,1.1,2.80E+08,"In front of the clinic parking lot, Phatthana Medical Center Praditmanutham Rd.",Khlong Phlapphla
895,1704,2563,คลองพลับพลา,หลังหมู่บ้านพลับพลา ฝั่ง สน.วังทองหลาง,29.3,7.2,1.0,0.1,18.6,72.2,7.9,10.6,6.5,0.3,2.0,1.2,9.44E+09,"Behind Phlapphla Village, side of Wang Thonglang Police Station.",Khlong Phlapphla
896,1705,2563,คลองพลับพลา,ลำธารคลองพลับพลา หลัง สน.วังทองหลาง,29.3,7.2,1.2,0.1,14.6,65.0,7.8,10.8,6.5,0.3,2.2,0.9,2.10E+11,"Khlong Phlapphla Stream, behind Wang Thonglang Police Station",Khlong Phlapphla
897,1711,2563,คลองพลับพลา,หลังป้อมตำรวจ ตรงข้ามคลีนิคศูนย์แพทย์พัฒนา,29.4,7.1,0.7,0.1,19.0,67.2,11.8,12.1,8.0,0.2,1.8,1.0,4.61E+09,Behind the police station Opposite the Phatthana Medical Center Clinic,Khlong Phlapphla
898,1721,2563,คลองต้นสน,ซอยต้นสน หน้าโรงเรียนนานาชาติมัลเบอรี่ส์,28.4,7.3,2.7,0.0,10.6,61.1,14.8,9.1,6.2,0.5,5.2,1.3,9.17E+13,"Soi Tonson, in front of Mulberry International School",Khlong Tonson
899,1722,2563,คลองต้นสน,ซอยต้นสน หน้าสถานฑูตเนเธอร์แลนด์,28.5,7.3,3.2,0.0,9.3,56.4,17.1,9.3,6.2,0.4,4.4,1.3,7.51E+11,"Soi Tonson, in front of the Netherlands Embassy",Khlong Tonson
900,1731,2563,คลองสมคิด,ซอยสมคิด หน้าลานจอดรถซัลทรัลชิดลม,28.9,7.2,0.9,1.3,35.3,103.8,28.6,14.9,10.7,0.2,2.2,1.7,1.84E+14,"Soi Somkid, in front of Central Chidlom parking lot",Khlong Somkid
901,1732,2563,คลองสมคิด,ซอยสมคิด ก่อนโรงแรมปาร์คนายเลิศ,29.0,7.3,1.7,0.2,19.2,70.7,20.6,12.9,8.0,0.3,2.3,1.5,3.87E+13,"Soi Somkid, before Nai Lert Park Hotel",Khlong Somkid
902,1741,2563,คลองสี่,ถนนสุวินทวงศ์(เลย)บริษัทแสงสหมิตรสตีล จำกัด,29.1,7.1,4.2,0.0,9.0,55.4,33.2,7.4,3.7,0.3,2.8,1.1,2.39E+06,Suwinthawong Road (Loei) Saeng Sahamit Steel Company Limited,Khlong Si
903,1751,2563,คลองลำต้นไทร,ถนนสุวินทวงศ์ ก่อน กฟผ.สุวินทวงศ์,29.0,7.1,1.9,0.1,13.9,69.6,34.1,19.3,15.6,0.3,3.4,2.5,6.36E+07,"Suwinthawong Road, before EGAT Suwinthawong",Khlong Thom Sai
904,1761,2563,คลองบางมด,พระราม 2 (วัดยายร่ม),28.6,7.2,3.3,0.0,12.2,72.7,17.1,7.3,4.2,0.1,2.5,1.2,2.19E+08,Rama 2 (Wat Yai Rom),Khlong Bang Mot
905,1762,2563,คลองบางมด,ซอยพุทธบูชา 24,28.9,7.2,3.3,0.0,8.7,72.3,17.1,5.4,2.7,0.1,2.7,1.1,1.63E+06,Soi Phutthabucha 24,Khlong Bang Mot
906,1763,2563,คลองบางมด,วัดพุทธบูชา,28.8,7.2,2.6,0.0,8.2,73.3,18.7,5.7,2.4,0.1,2.7,1.1,1.32E+06,Buddhabucha Temple,Khlong Bang Mot
907,1764,2563,คลองบางมด,ถนนเลียบวงแหวน,28.8,7.2,2.6,0.0,8.8,80.7,19.9,5.9,2.2,0.2,2.7,1.2,1.99E+06,ring road,Khlong Bang Mot
908,1772,2563,คลองพระยาสุเรนทร์,วัดหนองใหญ่,28.8,7.2,1.8,0.0,7.5,54.4,15.0,7.7,3.7,0.2,2.6,1.3,4.05E+09,Nong Yai Temple,Khlong Phraya Suren
909,1781,2563,คลองพระราชดำริ 1 (คลองบึงไผ่),ถ.ประชาร่วมใจ,29.6,7.3,1.9,0.0,8.6,51.1,19.0,8.0,4.5,0.2,2.7,0.9,9.26E+13,Pracha Ruam Jai Rd.,Khlong Phra Rajadamri 1 (Khlong Bueng Phai)
910,1791,2563,คลองตะโหนด,ถ.ราษฎร์อุทิศ,30.2,7.4,4.5,0.0,7.8,63.8,30.2,7.9,4.4,0.2,2.5,0.8,2.59E+10,Rat Uthit Rd.,Khlong Tanod
911,1801,2563,คลองอรชร,ข้างสยามดิสคัพเวอรี่,28.6,7.3,2.2,0.0,7.7,68.3,24.1,7.6,4.9,0.4,2.3,1.1,1.00E+13,Beside Siam Discovery,Orachon Canal
912,1811,2563,บึงหนองบอน,ปตร.1,30.1,8.0,5.9,0.0,5.7,46.7,15.8,3.4,0.1,0.1,1.6,0.9,2.50E+07,Petty Officer 1,Nong Bon Lake
913,1812,2563,บึงหนองบอน,ปตร.2,29.9,8.0,5.6,0.0,5.9,44.4,7.3,2.6,0.5,0.1,1.8,0.6,6.87E+05,Petty Officer 2,Nong Bon Lake
